Shot number,Date,Classification,Club type,Club name,Carry,Total,Offline,Offline carry,Shot angle,Peak height,Hang time,Club speed,Ball speed,Smash factor,Push/pull,Launch angle,Landing angle,Backspin,Sidespin,Curve,Curve factor,Angle of attack,Face to target,Club path,Face to path,Face impact X,Face impact Y,Strokes gained,Club score,Target score,Launch score,Direction score,Shape score,Total score
,,,,,[yds],[yds],[yds],[yds],[°],[yds],[seconds],[mph],[mph],,[°],[°],[°],[rpm],[rpm],[yds],,[°],[°],[°],[°],[mm],[mm],,,,,,,
91,2026-08-17T23:08:07.000Z,Baby Fade,6 Iron,Default,164.8,168.8,1.3,1.4,1.1,32.8,6.3,85.9,120.6,1.4,2.06 L,17.1,49.0,7087,313 R,4.5,14.0,-5.4,1.72° closed,3.25° out-to-in,1.53° open,,,0.9,8.7,6.4,6.9,10,10,42.1
92,2026-08-17T23:08:07.000Z,Huge Push Slice,6 Iron,Default,97.6,159.4,55.0,29.5,24.3,1.7,2.2,83.8,118.6,1.4,10.44 R,1.8,6.0,3418,10000 R,11.5,59.0,-5.2,14.65° open,0.05° out-to-in,14.7° open,,,-0.3,5.8,0,2.4,0,0,8.2
93,2026-08-17T23:08:07.000Z,Push Slice,6 Iron,Default,165.3,169.0,26.3,25.4,14.7,37.6,6.6,86.6,122.5,1.4,2.92 R,19.3,50.9,7298,1719 R,16.9,51.0,-4.9,3.68° open,3.54° out-to-in,7.22° open,,,0.4,5.7,4.2,5.9,0,0,15.8
94,2026-08-17T23:08:07.000Z,Push Slice,6 Iron,Default,155.3,159.4,19.9,19.2,10.9,29.7,6.0,84.0,115.4,1.4,3.26 R,17.5,47.8,7179,1250 R,10.3,33.0,-5.3,3.57° open,2.03° out-to-in,5.6° open,,,0.4,6.2,3.7,6.1,0,0,16
95,2026-08-17T23:08:07.000Z,Straight Draw,6 Iron,Default,168.6,172.9,7.6,7.3,-3.9,33.0,6.4,88.5,126.1,1.4,1.01 L,15.4,49.0,7122,469 L,4.3,13.0,-5.5,1.59° closed,0.33° in-to-out,1.92° closed,,,1.3,10,7.6,6.4,6.9,6,36.8
96,2026-08-17T23:08:07.000Z,Push Slice,6 Iron,Default,163.2,167.2,19.2,18.5,11.0,32.3,6.3,86.5,121.5,1.4,2.04 R,16.3,48.2,7265,1250 R,12.7,39.0,-5.5,2.29° open,2.9° out-to-in,5.19° open,,,0.5,6.8,5.9,7.1,1.4,0,21.2
97,2026-08-17T23:08:07.000Z,Push Slice,6 Iron,Default,166.0,171.4,26.7,25.5,13.1,30.1,6.1,83.5,118.3,1.4,4.51 R,17.0,45.9,6024,1250 R,12.4,37.0,-4.5,4.66° open,1.11° out-to-in,5.77° open,,,0.1,5.9,4.2,8.2,0,0,18.3
98,2026-08-17T23:08:07.000Z,Push Slice,6 Iron,Default,131.6,164.8,25.0,17.7,12.6,6.7,3.7,84.5,113.8,1.3,2.86 R,4.5,18.9,5681,10000 R,11.1,42.0,-5.1,7.85° open,1.76° out-to-in,9.61° open,,,0.4,6.1,0,3.4,0,0,9.6
99,2026-08-17T23:08:07.000Z,Straight Fade,6 Iron,Default,132.5,138.6,8.1,7.3,6.7,19.0,4.9,78.9,100.9,1.3,0.35 L,15.8,38.3,6599,938 R,8.2,31.0,-5.2,0.25° open,3.82° out-to-in,4.07° open,,,0.2,3.8,0,5.4,5.3,6,20.6
100,2026-08-17T23:08:07.000Z,Straight Fade,6 Iron,Default,142.6,145.2,15.3,14.8,11.1,27.1,5.7,81.1,107.7,1.3,0.78 R,19.2,46.0,7208,1406 R,12.8,45.0,-5.1,1.3° open,4.51° out-to-in,5.81° open,,,0.2,2.8,0,4.3,1.4,6,14.5
101,2026-08-17T23:08:07.000Z,Push Fade,6 Iron,Default,164.0,167.5,16.3,15.8,9.4,36.0,6.5,87.9,124.9,1.4,1.6 R,17.2,50.4,7402,938 R,11.2,34.0,-5.4,1.55° open,2.21° out-to-in,3.76° open,,,0.6,8.5,6.3,6.5,3.8,3,28.1
102,2026-08-17T23:08:07.000Z,Push Slice,6 Iron,Default,160.0,163.1,30.7,29.9,16.2,39.1,6.6,85.8,120.2,1.4,5.28 R,21.5,51.2,7342,1719 R,15.1,47.0,-4.0,5.87° open,1.77° out-to-in,7.64° open,,,-0.0,6.7,1.9,5,0,0,13.5
103,2026-08-17T23:08:07.000Z,Push Slice,6 Iron,Default,160.2,164.4,24.6,23.7,12.4,31.7,6.2,86.2,120.7,1.4,4.6 R,16.3,48.3,7262,1250 R,10.8,34.0,-5.5,4.75° open,1.07° out-to-in,5.82° open,,,0.4,6.9,4,7.1,0,0,18
104,2026-08-17T23:08:07.000Z,Push,9 Iron,Default,131.8,132.3,13.1,13.0,8.9,40.2,6.3,85.1,103.3,1.2,2.41 R,31.1,54.0,6754,938 R,7.5,28.0,-0.6,2.86° open,1.71° out-to-in,4.57° open,,,0.4,6.9,6.4,6.2,2.2,3,24.7
105,2026-08-17T23:08:07.000Z,Straight Fade,9 Iron,Default,138.8,139.7,12.9,12.7,9.8,42.3,6.4,87.4,103.2,1.2,0.77 R,33.2,54.3,5420,1250 R,10.9,39.0,-0.7,1.83° open,4.78° out-to-in,6.61° open,,,0.5,2.6,8.5,4,2.2,6,23.2
106,2026-08-17T23:08:07.000Z,Dead Straight,9 Iron,Default,131.1,132.5,0.4,0.3,0.5,29.4,5.6,76.1,99.4,1.3,0.17 L,25.0,48.9,6120,0,0.7,3.0,-1.2,0.48° closed,0.57° out-to-in,0.09° open,,,1.2,8.1,5.5,7.9,10,10,41.5
107,2026-08-17T23:08:07.000Z,Straight Fade,9 Iron,Default,121.9,132.1,2.1,1.6,2.6,14.4,4.3,78.6,98.0,1.2,1.12 L,13.7,33.7,6187,313 R,4.0,16.0,-5.5,0.9° closed,2.6° out-to-in,1.7° open,,,1.1,8.9,0,5.4,10,6,30.3
108,2026-08-17T23:08:07.000Z,Dead Straight,9 Iron,Default,132.9,133.5,2.0,2.0,1.4,36.3,6.0,81.0,101.1,1.2,0.27 R,29.1,51.7,6246,156 R,1.4,5.0,-0.5,0.02° closed,0.74° out-to-in,0.72° open,,,1.2,10,6.7,6.6,10,10,43.3
109,2026-08-17T23:08:07.000Z,Push Slice,9 Iron,Default,136.7,136.9,24.0,24.0,16.4,38.1,5.8,86.2,102.9,1.2,3.72 R,31.6,52.0,3604,1094 R,15.1,55.0,-0.1,4.22° open,1.24° out-to-in,5.46° open,,,-0.2,5.7,2.2,3.1,1.4,0,12.3
110,2026-08-17T23:08:07.000Z,Push,9 Iron,Default,128.8,129.4,12.2,12.1,7.2,36.3,6.1,80.2,101.2,1.3,3.51 R,29.1,52.1,7327,938 R,4.2,16.0,-0.5,3.87° open,1.05° out-to-in,4.92° open,,,0.7,7.7,4.3,6.4,0.6,3,22
111,2026-08-17T23:08:07.000Z,Push,9 Iron,Default,134.4,134.7,14.9,14.9,9.2,39.2,6.3,82.9,108.3,1.3,3.51 R,27.3,53.1,8669,1250 R,6.6,25.0,-4.1,4.05° open,1.9° out-to-in,5.95° open,,,0.1,6.8,7.5,5.1,0,3,22.4
112,2026-08-17T23:08:07.000Z,Slight Push,9 Iron,Default,138.0,138.8,1.0,1.0,-0.6,37.1,6.3,82.5,108.0,1.3,1.43 R,25.6,52.0,8470,312 L,2.4,9.0,-4.3,0.45° open,1.47° in-to-out,1.02° closed,,,2.4,9.9,10,6.1,10,6,42
113,2026-08-17T23:08:07.000Z,Push Slice,9 Iron,Default,116.8,117.3,14.2,14.1,10.6,32.2,5.7,77.1,92.0,1.2,3.26 R,31.4,51.1,6376,1250 R,7.5,32.0,-1.4,4.32° open,2.3° out-to-in,6.62° open,,,0.1,5.4,0,4.2,0.6,0,10.3
114,2026-08-17T23:08:07.000Z,Pull Hook,9 Iron,Default,130.6,131.0,18.2,18.1,-11.7,36.1,5.9,80.7,100.7,1.2,4.24 L,29.8,52.4,7136,1562 L,8.4,32.0,-0.5,6.01° closed,1.93° in-to-out,7.94° closed,,,-0.1,7,5,6.2,0,0,18.2
115,2026-08-17T23:08:07.000Z,Push,9 Iron,Default,134.1,133.6,11.2,11.2,5.6,41.6,6.2,87.2,103.6,1.2,3.98 R,32.8,54.1,6143,469 R,1.9,7.0,-0.9,3.77° open,0.63° in-to-out,3.14° open,,,0.5,6.9,7.7,5.2,3,3,25.7
116,2026-08-17T23:08:07.000Z,Huge Slice,9 Iron,Default,124.7,126.9,28.2,27.4,19.1,24.9,5.2,75.9,97.1,1.3,6.21 R,22.3,45.4,6985,2500 R,13.9,56.0,-3.5,7.97° open,3.49° out-to-in,11.46° open,,,-0.3,3.9,0,8.7,0,0,12.6
117,2026-08-17T23:08:07.000Z,Pull,9 Iron,Default,136.4,137.1,13.5,13.4,-7.5,36.7,6.2,81.4,106.7,1.3,3.77 L,26.2,51.7,8035,937 L,4.4,16.0,-2.0,4.39° closed,0.06° out-to-in,4.33° closed,,,0.5,8.3,8.2,6.7,0.6,3,26.7
118,2026-08-17T23:08:07.000Z,Huge Push Slice,9 Iron,Default,117.7,123.4,78.7,73.9,54.6,19.6,4.3,71.4,93.3,1.3,19.65 R,24.4,38.1,2517,10000 R,31.9,100.0,-0.0,12.58° open,3.83° out-to-in,16.41° open,,,-0.8,2,0,4.4,0,0,6.4
119,2026-08-17T23:08:07.000Z,Straight Draw,9 Iron,Default,135.6,135.8,1.9,1.9,-2.2,44.0,6.6,86.1,108.1,1.3,0.63 R,30.9,54.4,7278,469 L,3.4,13.0,-0.1,0.34° closed,1.53° in-to-out,1.87° closed,,,1.4,8.3,10,5.5,10,6,39.9
120,2026-08-17T23:08:07.000Z,Push Slice,9 Iron,Default,134.5,134.5,20.6,20.6,13.4,43.9,6.6,87.7,105.1,1.2,4.24 R,32.0,54.9,6676,1406 R,10.7,40.0,-0.8,5.07° open,1.96° out-to-in,7.03° open,,,-0.1,4.5,4.1,5.8,0,0,14.4
121,2026-08-17T23:08:07.000Z,Pull,9 Iron,Default,78.3,149.2,14.3,8.1,-5.1,0.8,1.7,82.5,114.5,1.4,6.73 L,1.1,3.5,3251,0,1.2,7.0,-5.7,6.61° closed,4.61° out-to-in,2° closed,,,0.0,7.9,0,0.5,0,3,11.4
122,2026-08-17T23:08:07.000Z,Push Slice,9 Iron,Default,126.6,127.3,19.6,19.4,12.5,34.7,6.0,79.3,100.0,1.3,5.11 R,28.3,52.7,7937,1563 R,8.1,32.0,-1.3,6.29° open,1.63° out-to-in,7.92° open,,,0.2,6.6,3,5.6,0,0,15.3
123,2026-08-17T23:08:07.000Z,Push Slice,9 Iron,Default,128.1,128.2,14.8,14.7,10.7,39.5,6.3,80.6,103.0,1.3,2.53 R,30.2,54.6,8391,1563 R,9.1,35.0,-3.0,3.73° open,4.16° out-to-in,7.89° open,,,0.3,5.3,4.1,4.6,0,0,14.1
124,2026-08-17T23:08:07.000Z,Push,9 Iron,Default,137.1,137.8,7.4,7.4,4.7,40.0,6.3,84.8,100.6,1.2,1.43 R,32.6,53.5,6024,625 R,3.9,14.0,-1.4,1.45° open,1.55° out-to-in,3° open,,,1.1,8.3,9.6,4.8,5.3,3,31
125,2026-08-17T23:08:07.000Z,Push,9 Iron,Default,130.8,131.1,10.5,10.4,7.1,34.9,6.1,81.3,103.5,1.3,2.03 R,26.3,52.2,8809,938 R,5.8,22.0,-4.6,2.33° open,2.06° out-to-in,4.39° open,,,0.5,8.2,5.6,5.8,2.2,3,24.8
126,2026-08-17T23:08:07.000Z,Nuclear Hook,9 Iron,Default,129.3,129.2,46.9,47.0,-43.6,32.3,5.1,93.0,110.2,1.2,0.94 R,32.2,58.5,2045,10000 L,49.1,100.0,2.0,7.45° closed,2.34° in-to-out,9.79° closed,,,-0.5,2.9,0,1.9,0,0,4.8
127,2026-08-17T23:08:07.000Z,Push Slice,9 Iron,Default,126.4,126.9,17.6,17.5,13.4,35.4,6.0,79.7,98.3,1.2,2.49 R,29.8,53.1,6653,1875 R,12.0,47.0,-0.6,4.01° open,5.49° out-to-in,9.5° open,,,0.2,4.2,3,6,0,0,13.2
128,2026-08-17T23:08:07.000Z,Baby Fade,Driver,Default,185.8,189.6,7.5,7.1,6.0,51.9,7.6,95.5,138.6,1.5,1.59 L,21.2,55.7,6938,781 R,12.3,33.0,-4.0,1.08° closed,3.94° out-to-in,2.86° open,,,0.5,5,6.1,3.4,7.7,10,32.2
129,2026-08-17T23:08:07.000Z,Baby Fade,Driver,Default,202.6,208.4,2.1,2.3,1.3,49.4,7.7,99.9,149.7,1.5,2.53 L,15.6,54.0,6554,234 R,6.7,17.0,-4.1,2.24° closed,2.26° out-to-in,0.02° open,,,1.0,8.5,7,6.1,10,10,41.6
130,2026-08-17T23:08:07.000Z,Huge Push Slice,Driver,Default,220.2,227.6,89.9,85.4,35.4,51.8,7.7,96.1,144.0,1.5,9.62 R,21.9,50.4,4162,3125 R,48.1,100.0,5.8,10.83° open,2.1° out-to-in,12.93° open,,,-0.3,4.2,2.9,3.7,0,0,10.8
131,2026-08-17T23:08:07.000Z,Straight Draw,Driver,Default,128.8,128.6,3.9,3.9,-3.1,54.0,7.2,92.2,113.4,1.2,0.38 L,35.2,59.9,8570,312 L,3.1,12.0,-2.5,1° closed,0.03° out-to-in,0.97° closed,,,0.0,6.4,4.4,0,8.4,6,25.2
132,2026-08-17T23:08:07.000Z,Huge Pull Hook,Driver,Default,227.3,242.2,83.6,76.6,-27.8,24.3,6.1,100.1,157.4,1.6,11.14 L,9.0,34.5,3727,10000 L,31.9,70.0,-5.3,14.1° closed,0.28° in-to-out,14.38° closed,,,-0.3,5.8,3.6,3.8,0,0,13.1
133,2026-08-17T23:08:07.000Z,Baby Fade,Driver,Default,188.3,193.6,9.4,8.6,8.3,33.1,6.7,93.0,140.6,1.5,3.08 L,10.6,49.8,5549,1094 R,18.8,50.0,-5.8,2.18° closed,4.74° out-to-in,2.56° open,,,0.6,4,6.2,2.9,7.3,10,30.4
134,2026-08-17T23:08:07.000Z,Straight Draw,Driver,Default,174.5,179.2,11.6,10.9,-7.5,30.1,6.3,88.3,129.9,1.5,0.29 R,12.8,48.4,5858,859 L,11.8,34.0,-5.4,0.69° closed,3° in-to-out,3.69° closed,,,0.4,4.1,5.6,3.4,6.1,6,25.1
135,2026-08-17T23:08:07.000Z,Huge Hook,Driver,Default,46.3,54.2,11.9,9.6,-17.1,0.4,0.8,85.9,125.2,1.5,6.73 L,0.0,1.8,1482,7500 L,4.1,45.0,-1.6,10.25° closed,0.58° out-to-in,9.67° closed,,,-0.4,3,2.9,0.8,0,0,6.7
136,2026-08-17T23:08:07.000Z,Push,Driver,Default,187.7,191.5,21.3,20.7,8.6,47.5,7.5,97.5,144.5,1.5,4.04 R,16.2,55.8,6707,313 R,7.4,20.0,-4.3,3.61° open,1.11° in-to-out,2.5° open,,,0.4,7.4,6.1,5.7,4.5,3,26.7
137,2026-08-17T23:08:07.000Z,Huge Pull Hook,Driver,Default,184.1,197.1,38.8,35.4,-14.8,21.4,5.5,91.2,139.2,1.5,7.25 L,6.4,43.3,4807,10000 L,12.0,33.0,-5.9,12.91° closed,0.58° out-to-in,12.33° closed,,,-0.0,3.3,5.5,1.1,0,0,9.8
138,2026-08-17T23:08:07.000Z,Baby Draw,Driver,Default,216.8,225.8,1.0,0.4,-4.3,33.9,6.9,95.4,145.7,1.5,4.05 R,12.7,43.8,4836,703 L,15.7,36.0,-3.8,2.95° open,4.92° in-to-out,1.97° closed,,,1.7,4.9,7.8,4.4,10,10,37.1
139,2026-08-17T23:08:07.000Z,Huge Slice,Driver,Default,198.2,203.4,42.2,40.3,20.5,45.1,7.4,98.8,148.9,1.5,2.91 R,14.0,53.6,6272,1719 R,30.2,76.0,-4.8,3.4° open,3.16° out-to-in,6.56° open,,,-0.0,4.4,6,5.4,0,0,15.8
140,2026-08-17T23:08:07.000Z,Underfade,Driver,Default,188.5,194.6,12.0,11.8,-1.1,28.4,6.4,93.1,142.2,1.5,6.08 L,7.8,47.2,5074,313 R,8.2,22.0,-6.0,5.57° closed,4.63° out-to-in,0.94° closed,,,0.6,4.5,6.2,1.9,6.1,6,24.7
141,2026-08-17T23:08:07.000Z,Huge Slice,Driver,Default,203.3,210.2,53.1,50.2,24.2,40.8,7.2,96.7,145.3,1.5,4.3 R,14.2,50.3,6049,2188 R,34.9,86.0,-5.0,4.82° open,3.42° out-to-in,8.24° open,,,-0.1,3.4,5.5,5,0,0,13.8
142,2026-08-17T23:08:07.000Z,Huge Hook,Driver,Default,192.1,197.6,33.8,31.9,-20.2,41.4,6.6,94.6,142.4,1.5,1.07 R,16.6,55.0,5130,2031 L,35.5,92.0,-0.9,0.67° closed,7.15° in-to-out,7.82° closed,,,0.0,0.8,6,5.6,0.6,0,13
143,2026-08-17T23:08:07.000Z,Straight Fade,Driver,Default,217.2,223.8,15.2,14.4,7.3,44.0,7.6,101.1,154.3,1.5,0.23 R,12.0,52.0,5930,625 R,13.5,31.0,-5.5,0.19° open,1.29° out-to-in,1.48° open,,,0.9,9.2,7.8,5,6.9,6,34.8
1,2026-08-16T19:47:02.000Z,Push,9 Iron,Default,109.2,119.9,13.4,12.0,7.6,13.7,4.0,73.4,91.2,1.2,4.97 R,16.2,32.8,5583,313 R,2.5,11.0,-5.1,4.54° open,1.97° in-to-out,2.57° open,,,0.2,6.6,0,4.9,0.6,3,15.1
2,2026-08-16T19:47:02.000Z,Huge Push,9 Iron,Default,19.1,23.8,4.5,3.7,10.9,3.8,1.6,40.6,33.0,0.8,11.05 R,38.9,41.7,1820,0,0.1,1.0,-4.7,11.53° open,3.28° in-to-out,8.25° open,,,-0.5,2,0,0,0,0,2
3,2026-08-16T19:47:02.000Z,Baby Draw,9 Iron,Default,96.8,118.3,2.8,2.7,0.2,10.2,3.3,64.2,83.2,1.3,3.03 R,17.6,26.2,3135,312 L,2.4,12.0,-0.6,2.19° open,3.18° in-to-out,0.99° closed,,,0.2,5.1,0,3.2,10,10,28.3
4,2026-08-16T19:47:02.000Z,Shank,9 Iron,Default,26.9,52.5,59.8,34.2,94.0,0.2,1.2,69.6,65.9,0.9,50.24 R,5.8,3.9,4541,10000 R,1.9,35.0,-4.0,16.48° open,14.27° out-to-in,30.75° open,,,-0.9,0.2,0,0.6,0,0,0.8
5,2026-08-16T19:47:02.000Z,Huge Push,9 Iron,Default,103.7,119.1,16.1,14.0,7.9,11.1,3.7,69.6,87.1,1.3,7.59 R,15.7,28.3,4666,0,0.2,1.0,-4.2,6.76° open,5.68° in-to-out,1.08° open,,,0.1,3.4,0,3.2,0,0,6.6
6,2026-08-16T19:47:02.000Z,Pull Hook,9 Iron,Default,96.6,136.6,26.9,16.9,-14.5,5.6,2.8,72.0,94.3,1.3,5.56 L,9.0,16.1,3102,10000 L,7.5,39.0,-3.1,13.38° closed,2.47° out-to-in,10.91° closed,,,-0.2,3.2,0,0.6,0,0,3.8
7,2026-08-16T19:47:02.000Z,Baby Draw,9 Iron,Default,148.8,159.8,5.6,5.4,0.9,18.0,4.9,79.9,109.9,1.4,3.29 R,13.0,33.8,5116,312 L,3.1,10.0,-5.4,2.52° open,3.18° in-to-out,0.66° closed,,,-0.1,9,5.6,3.8,7.7,10,36
8,2026-08-16T19:47:02.000Z,Slight Push,9 Iron,Default,144.5,153.5,3.8,3.7,1.2,19.4,4.9,77.5,105.9,1.4,1.74 R,15.9,35.3,4726,156 L,0.7,2.0,-3.4,1.09° open,1.23° in-to-out,0.14° closed,,,0.5,9,10,5.2,9.2,6,39.4
9,2026-08-16T19:47:02.000Z,Push,9 Iron,Default,132.8,141.3,16.3,15.1,8.3,19.0,4.7,74.4,99.7,1.3,4.71 R,17.9,36.5,4883,625 R,4.1,16.0,-2.5,4.61° open,0.79° in-to-out,3.82° open,,,0.0,6,6.9,5.9,2.2,3,24
10,2026-08-16T19:47:02.000Z,Slight Push,9 Iron,Default,136.3,155.7,2.6,2.5,0.2,13.3,4.2,78.8,107.1,1.4,1.93 R,10.7,30.2,4298,312 L,2.1,8.0,-5.0,1.09° open,2.21° in-to-out,1.12° closed,,,0.0,9.4,10,2.5,10,6,37.8
11,2026-08-16T19:47:02.000Z,Pull Hook,9 Iron,Default,121.3,151.6,30.7,22.6,-15.6,9.1,3.6,76.0,100.0,1.3,5.76 L,10.6,21.9,3629,10000 L,10.3,43.0,-3.7,13.49° closed,1.3° out-to-in,12.19° closed,,,-0.3,5.1,0.3,2,0,0,7.4
12,2026-08-16T19:47:02.000Z,Huge Push,9 Iron,Default,117.8,172.0,38.4,24.2,15.2,3.4,2.9,82.2,116.1,1.4,8.4 R,3.4,10.3,3482,10000 R,6.8,29.0,-5.4,12.9° open,0.24° out-to-in,13.14° open,,,-0.6,6.9,0,0.3,0,0,7.2
13,2026-08-16T19:47:02.000Z,Push,9 Iron,Default,139.2,143.4,21.8,21.0,10.4,23.2,5.3,78.9,105.5,1.3,6.88 R,18.2,41.7,6281,781 R,4.2,15.0,-4.8,6.86° open,1.89° in-to-out,4.97° open,,,-0.1,7.3,4.1,8.2,0,3,22.7
14,2026-08-16T19:47:02.000Z,Push,9 Iron,Default,164.1,169.9,13.0,12.4,6.0,30.7,6.0,86.3,122.5,1.4,2.67 R,16.0,44.0,6772,469 R,4.7,14.0,-5.4,2.47° open,0.23° out-to-in,2.7° open,,,-0.3,7.6,0,5.5,4.5,3,20.6
15,2026-08-16T19:47:02.000Z,Baby Draw,9 Iron,Default,120.8,138.7,1.8,0.9,-3.0,14.6,3.9,70.8,93.3,1.3,2.13 R,18.8,30.4,2388,469 L,5.4,22.0,0.0,1.13° open,2.87° in-to-out,1.74° closed,,,2.1,5.7,0,4,10,10,29.7
16,2026-08-16T19:47:02.000Z,Push,9 Iron,Default,90.5,118.8,8.4,6.5,3.9,8.9,2.9,66.7,82.1,1.2,4.24 R,18.0,24.2,1749,0,0.3,1.0,0.7,3.49° open,2.62° in-to-out,0.87° open,,,0.2,5.6,0,3.4,6.9,3,18.8
17,2026-08-16T19:47:02.000Z,Push Slice,9 Iron,Default,158.1,166.6,25.3,23.2,14.0,23.5,5.4,82.4,116.9,1.4,2.82 R,14.6,38.9,5721,1406 R,15.4,49.0,-5.1,3.22° open,2.87° out-to-in,6.09° open,,,-0.4,6.2,0,4.4,0,0,10.5
18,2026-08-16T19:47:02.000Z,Pull,9 Iron,Default,147.4,157.6,13.1,11.8,-7.2,17.9,4.9,81.8,112.4,1.4,1.95 L,11.8,35.3,5837,781 L,6.8,23.0,-5.3,2.69° closed,0.95° in-to-out,3.64° closed,,,-0.1,8.7,6.3,3.9,3,3,24.9
19,2026-08-16T19:47:02.000Z,Push,9 Iron,Default,133.7,139.7,17.3,16.3,9.1,20.0,4.9,77.3,101.7,1.3,4.86 R,17.5,37.8,5651,625 R,4.9,18.0,-4.3,4.75° open,0.93° in-to-out,3.82° open,,,0.0,7.5,6.6,7.1,1.4,3,25.6
20,2026-08-16T19:47:02.000Z,Slight Push,9 Iron,Default,154.1,161.8,6.8,6.5,2.0,24.3,5.4,80.2,112.3,1.4,2.85 R,16.6,40.4,5437,0,1.2,4.0,-4.6,2.38° open,1.41° in-to-out,0.97° open,,,-0.1,9.9,2.5,5.3,6.9,6,30.6
21,2026-08-16T19:47:02.000Z,Push,9 Iron,Default,155.6,170.8,25.1,22.2,11.0,17.2,4.8,80.8,115.0,1.4,5.3 R,11.9,33.1,4479,781 R,7.7,25.0,-4.8,5.49° open,0.29° in-to-out,5.2° open,,,-0.4,7.6,0.6,1.7,0.6,3,13.5
22,2026-08-16T19:47:02.000Z,Straight Draw,9 Iron,Default,153.0,161.5,3.8,3.4,-3.0,22.5,5.3,78.7,109.1,1.4,0.43 R,16.2,37.6,5043,469 L,4.5,15.0,-3.8,0.37° closed,1.55° in-to-out,1.92° closed,,,-0.1,9.5,3.2,5.2,8.4,6,32.4
23,2026-08-16T19:47:02.000Z,Push,9 Iron,Default,158.0,166.6,21.5,20.1,9.0,26.6,5.4,78.9,108.2,1.4,5.59 R,21.1,40.7,3407,313 R,4.6,15.0,0.4,5.25° open,2.39° in-to-out,2.86° open,,,-0.3,8.6,0,6.2,3.8,3,21.6
24,2026-08-16T19:47:02.000Z,Slight Push,9 Iron,Default,148.6,168.9,6.3,5.4,2.5,14.1,4.4,80.2,112.5,1.4,1.68 R,10.1,29.0,4156,156 R,1.1,4.0,-4.9,1.39° open,0.03° out-to-in,1.42° open,,,-0.3,9.9,5.8,1.1,7.7,6,30.5
25,2026-08-16T19:47:02.000Z,Top,7 Iron,Default,20.5,76.8,12.7,3.5,9.4,0.8,0.6,64.7,77.8,1.2,9.88 R,8.4,8.5,196,625 L,0.1,3.0,2.0,8.6° open,8° in-to-out,0.6° open,,,-0.2,3,0,1.1,0,0,4.1
26,2026-08-16T19:47:02.000Z,Push,7 Iron,Default,150.9,157.2,16.6,15.8,7.8,25.5,5.5,78.8,109.3,1.4,4.24 R,18.3,41.1,5328,469 R,4.6,15.0,-3.3,3.98° open,0.66° in-to-out,3.32° open,,,0.5,5.7,5.4,8.7,3,3,25.7
27,2026-08-16T19:47:02.000Z,Push Slice,7 Iron,Default,135.7,165.1,21.5,16.1,10.5,10.4,3.8,79.0,109.9,1.4,3.08 R,9.2,23.0,3481,938 R,8.8,32.0,-4.1,3.33° open,1.23° out-to-in,4.56° open,,,0.1,4.8,0.7,2.8,2.2,0,10.5
28,2026-08-16T19:47:02.000Z,Huge Push Slice,7 Iron,Default,141.9,145.0,30.0,29.2,16.0,27.6,5.6,80.3,108.7,1.4,7.6 R,20.9,43.6,6427,1406 R,10.2,36.0,-3.6,7.92° open,0.61° in-to-out,7.31° open,,,-0.2,4.1,1,6.3,0,0,11.4
29,2026-08-16T19:47:02.000Z,Baby Draw,7 Iron,Default,149.5,154.2,4.9,4.9,0.6,26.4,5.6,79.5,109.1,1.4,3.16 R,18.6,40.3,5874,312 L,3.4,11.0,-4.4,2.39° open,2.99° in-to-out,0.6° closed,,,0.6,6.1,4.8,8.2,7.7,10,36.8
30,2026-08-16T19:47:02.000Z,Dead Straight,7 Iron,Default,149.3,158.0,0.2,0.1,-0.2,22.1,5.1,78.5,109.5,1.4,0.12 R,15.9,37.0,4677,156 L,0.4,1.0,-3.3,0.37° closed,0.09° in-to-out,0.46° closed,,,0.8,6.6,4.7,7.4,10,10,38.7
31,2026-08-16T19:47:02.000Z,Slight Push,7 Iron,Default,160.1,165.9,6.0,5.9,1.1,31.7,6.0,82.3,116.0,1.4,3.12 R,19.6,44.3,5802,156 L,2.8,9.0,-3.1,2.58° open,2.13° in-to-out,0.45° open,,,1.4,7.9,10,9,7.7,6,40.5
32,2026-08-16T19:47:02.000Z,Top,7 Iron,Default,22.1,76.7,16.5,4.5,-12.7,0.9,0.7,63.6,76.2,1.2,10.6 L,8.9,9.6,50,313 R,0.4,8.0,1.7,9.72° closed,8.54° out-to-in,1.18° closed,,,-0.2,3,0,1.4,0,0,4.4
33,2026-08-16T19:47:02.000Z,Overdraw,7 Iron,Default,159.8,166.7,9.9,8.8,-9.1,28.8,5.8,81.8,115.3,1.4,2.77 R,17.9,44.0,5673,1250 L,16.5,52.0,-3.8,1.31° open,6.71° in-to-out,5.4° closed,,,1.2,2.2,8.1,9.7,6.9,6,32.9
34,2026-08-16T19:47:02.000Z,Baby Draw,7 Iron,Default,143.1,148.8,0.6,0.2,-4.1,22.6,5.2,77.1,104.7,1.4,3.96 R,18.3,39.5,5293,937 L,10.1,35.0,-3.2,2.49° open,6.41° in-to-out,3.92° closed,,,0.5,1.9,2.7,8,10,10,32.6
